hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,34,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,34,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,34,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,34,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,34,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,34,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,34,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,34,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,34,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,34,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,34,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,34,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,11-17-2018
City Hotel,1,22,2018,November,47,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,127,0,Transient-Party,62,0,0,Canceled,11-17-2018
City Hotel,1,22,2018,December,50,9,1,4,2,0,0,BB,PRT,Direct,Direct,0,1,0,B,B,0,No Deposit,14,NULL,0,Transient,80.75,0,0,Canceled,11-18-2018
City Hotel,1,22,2018,December,50,9,1,4,2,0,0,BB,PRT,Direct,Direct,0,1,0,B,B,0,No Deposit,14,NULL,0,Transient,80.75,0,0,Canceled,11-18-2018
City Hotel,1,42,2018,December,53,28,1,2,2,0,0,SC,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,93.299999999999997,0,2,Canceled,11-18-2018
City Hotel,1,42,2018,December,53,28,1,2,2,1,0,SC,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,110.8,0,3,Canceled,11-18-2018
City Hotel,1,58,2018,December,53,27,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,NULL,0,Transient-Party,77.349999999999994,0,1,Canceled,11-18-2018
City Hotel,1,58,2018,December,53,27,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,NULL,0,Transient-Party,77.349999999999994,0,2,Canceled,11-18-2018
City Hotel,1,58,2018,December,53,27,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,NULL,0,Transient-Party,77.349999999999994,0,0,Canceled,11-18-2018
City Hotel,1,58,2018,December,53,27,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,NULL,0,Transient-Party,77.349999999999994,0,1,Canceled,11-18-2018
City Hotel,1,1,2018,November,47,19,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,0,A,A,0,No Deposit,NULL,40,0,Transient,65,0,0,Canceled,11-18-2018
City Hotel,1,32,2018,November,47,20,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,119,NULL,0,Transient-Party,73,0,0,Canceled,11-19-2018
City Hotel,1,38,2018,December,52,25,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,97,0,1,Canceled,11-19-2018
City Hotel,1,22,2018,November,48,24,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,1,No Deposit,9,NULL,0,Contract,113.67,0,1,Canceled,11-19-2018
City Hotel,1,61,2018,November,48,23,1,3,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,37,NULL,0,Transient-Party,70,0,0,Canceled,11-19-2018
City Hotel,1,51,2018,December,53,30,0,3,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,F,F,0,No Deposit,9,NULL,0,Transient,199.33000000000001,0,0,Canceled,11-20-2018
City Hotel,1,88,2018,December,50,11,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,76.5,0,2,Canceled,11-20-2018
City Hotel,1,88,2018,December,50,11,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,76.5,0,2,Canceled,11-20-2018
City Hotel,1,12,2018,November,48,23,1,2,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,101,0,1,Canceled,11-20-2018
City Hotel,1,54,2018,December,53,28,1,3,2,0,0,SC,PRT,Online TA,TA/TO,0,1,0,F,F,0,No Deposit,9,NULL,0,Contract,158.94999999999999,0,1,Canceled,11-21-2018
City Hotel,1,17,2018,December,49,5,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,107,0,0,Canceled,11-21-2018
City Hotel,1,17,2018,December,49,5,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,107,0,0,Canceled,11-21-2018
City Hotel,1,17,2018,December,49,5,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,107,0,0,Canceled,11-21-2018
City Hotel,1,17,2018,December,49,5,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,107,0,0,Canceled,11-21-2018
City Hotel,1,44,2018,December,52,24,0,3,1,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14,NULL,0,Transient,69,0,0,Canceled,11-23-2018
City Hotel,1,12,2018,November,49,28,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,87,0,1,Canceled,11-23-2018
City Hotel,1,77,2018,December,52,26,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9,NULL,0,Contract,108.72,0,1,Canceled,11-23-2018
City Hotel,1,73,2018,December,53,31,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,104,NULL,0,Transient,99,0,0,Canceled,11-23-2018
City Hotel,1,24,2018,December,49,5,2,1,3,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,NULL,143,0,Transient-Party,70,0,0,Canceled,11-23-2018
City Hotel,1,24,2018,December,49,5,2,1,2,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,NULL,143,0,Transient-Party,50,0,0,Canceled,11-23-2018
City Hotel,1,24,2018,December,49,5,2,1,2,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,NULL,143,0,Transient-Party,50,0,0,Canceled,11-23-2018
City Hotel,1,81,2018,December,53,30,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,109.8,0,3,Canceled,11-23-2018
City Hotel,1,21,2018,December,49,2,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,7,NULL,0,Transient,65.909999999999997,0,0,Canceled,11-23-2018
City Hotel,1,13,2018,December,50,6,2,0,1,0,0,BB,PRT,Online TA,TA/TO,1,1,0,A,A,0,No Deposit,9,NULL,0,Contract,101,0,2,Canceled,11-23-2018
City Hotel,1,13,2018,December,50,6,2,0,2,0,0,BB,PRT,Online TA,TA/TO,1,1,0,A,A,0,No Deposit,9,NULL,0,Contract,107,0,2,Canceled,11-23-2018
City Hotel,1,34,2018,November,48,23,1,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,102.59999999999999,0,0,Canceled,11-23-2018
City Hotel,1,4,2018,November,48,24,1,5,1,0,0,BB,AGO,Direct,Direct,0,1,0,A,A,1,No Deposit,NULL,NULL,0,Transient,6,0,1,Canceled,11-23-2018
City Hotel,1,25,2018,November,48,28,1,1,2,0,0,SC,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,8,NULL,0,Transient,95,0,1,Canceled,11-23-2018
City Hotel,1,61,2018,November,48,23,1,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,NULL,0,Transient-Party,70,0,0,Canceled,11-23-2018
City Hotel,1,49,2018,December,52,25,2,7,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,109.33,0,1,Canceled,11-24-2018
City Hotel,1,53,2018,December,53,28,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,NULL,0,Contract,102.33,0,0,Canceled,11-24-2018
City Hotel,1,53,2018,December,53,28,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,NULL,0,Contract,93.329999999999998,0,1,Canceled,11-24-2018
City Hotel,1,53,2018,December,53,28,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,NULL,0,Contract,102.33,0,0,Canceled,11-24-2018
City Hotel,1,53,2018,December,53,28,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,NULL,0,Contract,93.329999999999998,0,1,Canceled,11-24-2018
City Hotel,1,26,2018,December,49,5,2,1,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,22,NULL,0,Transient,84.5,0,1,Canceled,11-25-2018
City Hotel,1,22,2018,December,49,4,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,28,NULL,0,Transient,68,0,1,Canceled,11-25-2018
City Hotel,1,26,2018,November,48,26,0,2,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14,NULL,0,Group,85,0,0,Canceled,11-25-2018
City Hotel,1,2,2018,November,48,27,0,1,2,0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,12,0,0,Canceled,11-25-2018
City Hotel,1,82,2018,December,49,5,2,1,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,6,NULL,0,Transient,70.299999999999997,0,2,Canceled,11-25-2018
City Hotel,1,8,2018,November,48,27,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,64,0,0,Canceled,11-25-2018
City Hotel,1,8,2018,November,48,27,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,64,0,0,Canceled,11-25-2018
City Hotel,1,3,2018,November,48,28,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,D,D,0,No Deposit,83,NULL,0,Transient,77.599999999999994,0,1,Canceled,11-26-2018
City Hotel,1,54,2018,December,49,1,0,1,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,1,No Deposit,NULL,NULL,0,Transient-Party,81,0,0,Canceled,11-26-2018
City Hotel,1,54,2018,December,49,1,0,1,1,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,1,No Deposit,NULL,NULL,0,Transient-Party,81,0,0,Canceled,11-26-2018
City Hotel,1,54,2018,December,49,1,0,1,1,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,81,0,0,Canceled,11-26-2018
City Hotel,1,54,2018,December,49,1,0,1,1,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,81,0,0,Canceled,11-26-2018
City Hotel,1,54,2018,December,49,1,0,1,1,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,81,0,0,Canceled,11-26-2018
City Hotel,1,54,2018,December,49,1,0,1,1,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,81,0,0,Canceled,11-26-2018
City Hotel,1,54,2018,December,49,1,0,1,1,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,81,0,0,Canceled,11-26-2018
City Hotel,1,74,2018,December,53,30,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,1,No Deposit,9,NULL,0,Transient,113.40000000000001,0,1,Canceled,11-26-2018
City Hotel,1,36,2018,December,53,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9,NULL,0,Transient,123.3,0,0,Canceled,11-27-2018
City Hotel,1,17,2018,December,49,4,2,2,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,NULL,NULL,0,Transient,101.5,0,2,Canceled,11-27-2018
City Hotel,1,0,2018,November,48,28,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,1,0,0,A,B,0,No Deposit,12,NULL,0,Transient,65,0,0,Canceled,11-28-2018
City Hotel,1,27,2018,December,50,6,2,1,2,0,0,SC,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,100.43000000000001,0,0,Canceled,11-28-2018
City Hotel,1,0,2018,November,48,28,1,1,2,0,0,BB,PRT,Direct,Direct,1,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,69,0,0,Canceled,11-28-2018
City Hotel,1,0,2018,November,48,28,0,1,2,0,0,BB,PRT,Direct,Direct,1,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,65,0,0,Canceled,11-28-2018
City Hotel,1,96,2018,December,51,19,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,76.5,0,2,Canceled,11-30-2018
City Hotel,1,18,2018,December,49,4,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,9,NULL,0,Contract,93.079999999999998,0,1,Canceled,11-30-2018
City Hotel,1,3,2018,November,49,30,1,0,2,0,0,BB,PRT,Complementary,Direct,0,0,0,D,D,0,No Deposit,45,NULL,0,Transient,0,0,2,Canceled,11-30-2018
City Hotel,1,25,2018,November,49,30,9,24,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,98.329999999999998,0,0,Canceled,11-30-2018
City Hotel,1,25,2018,November,49,30,9,24,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,98.329999999999998,0,0,Canceled,11-30-2018
City Hotel,1,35,2018,December,52,24,1,3,1,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14,NULL,0,Transient,71.5,0,0,Canceled,12-01-2018
City Hotel,1,10,2018,December,49,3,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,7,NULL,0,Transient,72.209999999999994,0,0,Canceled,12-01-2018
City Hotel,1,13,2018,December,50,8,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,8,NULL,0,Transient,97,0,0,Canceled,12-01-2018
City Hotel,1,22,2018,December,51,18,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,NULL,40,0,Transient-Party,65,0,0,Canceled,12-02-2018
City Hotel,1,47,2018,December,49,5,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,12-02-2018
City Hotel,1,7,2018,December,49,5,0,1,2,1,0,BB,PRT,Direct,Direct,0,1,0,D,D,0,No Deposit,NULL,NULL,0,Transient,119,0,3,Canceled,12-03-2018
City Hotel,1,19,2018,December,49,5,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9,NULL,0,Contract,126,0,0,Canceled,12-03-2018
City Hotel,1,24,2018,December,49,5,2,1,2,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,NULL,143,0,Transient-Party,50,0,0,Canceled,12-03-2018
City Hotel,1,24,2018,December,49,5,2,1,2,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,NULL,143,0,Transient-Party,50,0,0,Canceled,12-03-2018
City Hotel,1,24,2018,December,49,5,2,1,2,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,NULL,143,0,Transient-Party,50,0,0,Canceled,12-03-2018
City Hotel,1,24,2018,December,49,5,2,1,2,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,NULL,143,0,Transient-Party,50,0,0,Canceled,12-03-2018
City Hotel,1,40,2018,December,50,9,1,4,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14,NULL,0,Group,83,0,0,Canceled,12-03-2018
City Hotel,1,46,2018,December,52,22,4,12,3,0,0,BB,PRT,Direct,Direct,0,1,0,D,D,1,No Deposit,NULL,NULL,0,Transient,102.25,0,0,Canceled,12-03-2018
City Hotel,1,46,2018,December,52,22,4,12,2,0,0,BB,AGO,Direct,Direct,0,1,0,A,A,0,No Deposit,NULL,NULL,0,Transient,72.25,0,0,Canceled,12-03-2018
City Hotel,1,24,2018,December,49,5,2,1,2,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,NULL,143,0,Transient-Party,59.780000000000001,0,0,Canceled,12-03-2018
City Hotel,1,12,2018,December,50,12,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,87,0,1,Canceled,12-04-2018
City Hotel,1,4,2018,December,49,5,0,1,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,NULL,NULL,0,Transient,65,0,2,Canceled,12-04-2018
City Hotel,1,58,2018,December,53,28,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9,NULL,0,Transient,110.15000000000001,0,1,Canceled,12-04-2018
City Hotel,1,6,2018,December,50,10,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,0,0,0,Canceled,12-04-2018
City Hotel,1,6,2018,December,50,10,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,0,0,0,Canceled,12-04-2018
City Hotel,1,61,2018,December,53,30,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Transient,111.59999999999999,0,1,Canceled,12-07-2018
City Hotel,1,33,2018,December,50,8,2,5,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,27,NULL,0,Transient,40,0,0,Canceled,12-07-2018
City Hotel,1,16,2018,December,52,24,0,3,1,1,0,BB,PRT,Direct,Direct,1,1,0,A,A,0,No Deposit,14,NULL,0,Transient,67.5,0,1,Canceled,12-08-2018
City Hotel,1,6,2018,December,50,10,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,0,0,0,Canceled,12-09-2018
City Hotel,1,0,2018,December,50,9,1,4,2,0,0,BB,PRT,Direct,Direct,1,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,95,0,0,Canceled,12-09-2018
City Hotel,1,292,2018,December,52,26,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,72.25,0,1,Canceled,12-09-2018
City Hotel,1,292,2018,December,52,26,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,72.25,0,1,Canceled,12-09-2018
City Hotel,1,42,2018,December,51,17,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,11,NULL,0,Transient,56.369999999999997,0,0,Canceled,12-10-2018
City Hotel,1,36,2018,December,52,20,2,0,2,0,0,SC,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Transient,87.299999999999997,0,1,Canceled,12-10-2018
City Hotel,1,21,2018,December,53,31,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,26,NULL,0,Transient,132.40000000000001,0,1,Canceled,12-11-2018
City Hotel,1,0,2018,December,50,12,0,1,2,0,0,BB,PRT,Direct,Direct,1,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,85,0,0,Canceled,12-12-2018
City Hotel,1,54,2018,December,52,24,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Transient,87,0,2,Canceled,12-12-2018
City Hotel,1,54,2018,December,52,24,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Transient,87,0,2,Canceled,12-12-2018
City Hotel,1,10,2018,December,51,14,1,5,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,NULL,NULL,0,Transient,75,0,2,Canceled,12-13-2018
City Hotel,1,10,2018,December,51,14,1,5,1,0,0,BB,PRT,Direct,Direct,0,1,0,A,D,0,No Deposit,NULL,NULL,0,Transient,69,0,2,Canceled,12-13-2018
City Hotel,1,44,2018,December,53,28,1,0,2,0,0,SC,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Transient,96.299999999999997,0,1,Canceled,12-14-2018
City Hotel,1,61,2018,December,52,24,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,2,No Deposit,13,NULL,0,Group,107.2,0,1,Canceled,12-15-2018
City Hotel,1,61,2018,December,52,24,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,2,No Deposit,13,NULL,0,Group,107.2,0,1,Canceled,12-15-2018
